,AGE,ALGOTYPE,DEMO,OVERALL.RESPONSE,DOB,GENDER,ID,OVERALL.RESPONSE.NO,RESPONSE.NO,ACTION.NO,BUCKET,RESPONSE
542,4.914,SORT,"/R, G/, /R, G/, /R, G/, /R, G/","/R, G/, Rcb/, G/, /R, G/, /R, G/, /R",6/7/14,FEMALE,30.0,5,5,0,left,G
543,4.914,SORT,"/R, G/, /R, G/, /R, G/, /R, G/","/R, G/, Rcb/, G/, /R, G/, /R, G/, /R",6/7/14,FEMALE,30.0,6,6,0,right,R
544,4.914,SORT,"/R, G/, /R, G/, /R, G/, /R, G/","/R, G/, Rcb/, G/, /R, G/, /R, G/, /R",6/7/14,FEMALE,30.0,7,7,0,left,G
545,4.914,SORT,"/R, G/, /R, G/, /R, G/, /R, G/","/R, G/, Rcb/, G/, /R, G/, /R, G/, /R",6/7/14,FEMALE,30.0,8,8,0,right,R
546,4.914,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /G, R/, /G, /G, mRR/GG",6/7/14,FEMALE,30.0,0,0,0,left,R
547,4.914,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /G, R/, /G, /G, mRR/GG",6/7/14,FEMALE,30.0,1,1,0,right,G
548,4.914,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /G, R/, /G, /G, mRR/GG",6/7/14,FEMALE,30.0,2,2,0,left,R
549,4.914,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /G, R/, /G, /G, mRR/GG",6/7/14,FEMALE,30.0,3,3,0,right,G
550,4.914,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /G, R/, /G, /G, mRR/GG",6/7/14,FEMALE,30.0,4,4,0,right,G
551,4.914,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /G, R/, /G, /G, mRR/GG",6/7/14,FEMALE,30.0,5,5,0,left,R
552,4.914,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /G, R/, /G, /G, mRR/GG",6/7/14,FEMALE,30.0,6,5,1,left,R
553,4.914,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /G, R/, /G, /G, mRR/GG",6/7/14,FEMALE,30.0,7,5,0,right,G
554,4.914,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /G, R/, /G, /G, mRR/GG",6/7/14,FEMALE,30.0,8,5,1,right,G
555,4.914,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, /GB, RB/, /GB",6/7/14,FEMALE,30.0,0,0,0,left,R
556,4.914,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, /GB, RB/, /GB",6/7/14,FEMALE,30.0,1,0,1,left,B
557,4.914,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, /GB, RB/, /GB",6/7/14,FEMALE,30.0,2,1,0,right,G
558,4.914,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, /GB, RB/, /GB",6/7/14,FEMALE,30.0,3,1,1,right,B
559,4.914,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, /GB, RB/, /GB",6/7/14,FEMALE,30.0,4,2,0,left,R
560,4.914,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, /GB, RB/, /GB",6/7/14,FEMALE,30.0,5,2,1,left,B
561,4.914,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, /GB, RB/, /GB",6/7/14,FEMALE,30.0,6,3,0,right,G
562,4.914,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, /GB, RB/, /GB",6/7/14,FEMALE,30.0,7,3,1,right,B
563,4.914,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, /GB, RB/, /GB",6/7/14,FEMALE,30.0,8,4,0,right,G
564,4.914,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, /GB, RB/, /GB",6/7/14,FEMALE,30.0,9,4,1,right,B
565,4.914,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, /GB, RB/, /GB",6/7/14,FEMALE,30.0,10,5,0,left,R
566,4.914,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, /GB, RB/, /GB",6/7/14,FEMALE,30.0,11,5,1,left,B
567,4.914,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, /GB, RB/, /GB",6/7/14,FEMALE,30.0,12,6,0,right,G
568,4.914,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, /GB, RB/, /GB",6/7/14,FEMALE,30.0,13,6,1,right,B
569,4.123,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, RRR/, /G, RR/, /G, R/, /G, R/, /G, R/, /G, R/, /G, R/",3/23/15,MALE,32.0,0,0,0,left,R
570,4.123,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, RRR/, /G, RR/, /G, R/, /G, R/, /G, R/, /G, R/, /G, R/",3/23/15,MALE,32.0,1,1,0,right,G
571,4.123,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, RRR/, /G, RR/, /G, R/, /G, R/, /G, R/, /G, R/, /G, R/",3/23/15,MALE,32.0,2,2,0,left,R
572,4.123,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, RRR/, /G, RR/, /G, R/, /G, R/, /G, R/, /G, R/, /G, R/",3/23/15,MALE,32.0,3,3,0,left,R
573,4.123,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, RRR/, /G, RR/, /G, R/, /G, R/, /G, R/, /G, R/, /G, R/",3/23/15,MALE,32.0,4,3,1,left,R
574,4.123,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, RRR/, /G, RR/, /G, R/, /G, R/, /G, R/, /G, R/, /G, R/",3/23/15,MALE,32.0,5,3,2,left,R
575,4.123,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, RRR/, /G, RR/, /G, R/, /G, R/, /G, R/, /G, R/, /G, R/",3/23/15,MALE,32.0,6,4,0,right,G
576,4.123,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, RRR/, /G, RR/, /G, R/, /G, R/, /G, R/, /G, R/, /G, R/",3/23/15,MALE,32.0,7,5,0,left,R
577,4.123,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, RRR/, /G, RR/, /G, R/, /G, R/, /G, R/, /G, R/, /G, R/",3/23/15,MALE,32.0,8,5,1,left,R
578,4.123,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, RRR/, /G, RR/, /G, R/, /G, R/, /G, R/, /G, R/, /G, R/",3/23/15,MALE,32.0,9,6,0,right,G
579,4.123,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, RRR/, /G, RR/, /G, R/, /G, R/, /G, R/, /G, R/, /G, R/",3/23/15,MALE,32.0,10,7,0,left,R
580,4.123,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, RRR/, /G, RR/, /G, R/, /G, R/, /G, R/, /G, R/, /G, R/",3/23/15,MALE,32.0,11,8,0,right,G
581,4.123,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, RRR/, /G, RR/, /G, R/, /G, R/, /G, R/, /G, R/, /G, R/",3/23/15,MALE,32.0,12,9,0,left,R
582,4.123,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, RRR/, /G, RR/, /G, R/, /G, R/, /G, R/, /G, R/, /G, R/",3/23/15,MALE,32.0,13,10,0,right,G
583,4.123,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, RRR/, /G, RR/, /G, R/, /G, R/, /G, R/, /G, R/, /G, R/",3/23/15,MALE,32.0,14,11,0,left,R
584,4.123,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, RRR/, /G, RR/, /G, R/, /G, R/, /G, R/, /G, R/, /G, R/",3/23/15,MALE,32.0,15,12,0,right,G
585,4.123,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, RRR/, /G, RR/, /G, R/, /G, R/, /G, R/, /G, R/, /G, R/",3/23/15,MALE,32.0,16,13,0,left,R
586,4.123,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, RRR/, /G, RR/, /G, R/, /G, R/, /G, R/, /G, R/, /G, R/",3/23/15,MALE,32.0,17,14,0,right,G
587,4.123,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, RRR/, /G, RR/, /G, R/, /G, R/, /G, R/, /G, R/, /G, R/",3/23/15,MALE,32.0,18,15,0,left,R
588,4.123,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","mGGG/RR, mG/RR, mG/RR, mG/RR, mRc/Gc, mG/R",3/23/15,MALE,32.0,0,0,0,left,G
589,4.123,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","mGGG/RR, mG/RR, mG/RR, mG/RR, mRc/Gc, mG/R",3/23/15,MALE,32.0,1,0,1,left,G
590,4.123,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","mGGG/RR, mG/RR, mG/RR, mG/RR, mRc/Gc, mG/R",3/23/15,MALE,32.0,2,0,2,left,G
591,4.123,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","mGGG/RR, mG/RR, mG/RR, mG/RR, mRc/Gc, mG/R",3/23/15,MALE,32.0,3,0,0,right,R
592,4.123,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","mGGG/RR, mG/RR, mG/RR, mG/RR, mRc/Gc, mG/R",3/23/15,MALE,32.0,4,0,1,right,R
593,4.123,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","mGGG/RR, mG/RR, mG/RR, mG/RR, mRc/Gc, mG/R",3/23/15,MALE,32.0,5,1,0,left,G
594,4.123,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","mGGG/RR, mG/RR, mG/RR, mG/RR, mRc/Gc, mG/R",3/23/15,MALE,32.0,6,1,0,right,R
595,4.123,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","mGGG/RR, mG/RR, mG/RR, mG/RR, mRc/Gc, mG/R",3/23/15,MALE,32.0,7,1,1,right,R
596,4.123,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","mGGG/RR, mG/RR, mG/RR, mG/RR, mRc/Gc, mG/R",3/23/15,MALE,32.0,8,2,0,left,G
597,4.123,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","mGGG/RR, mG/RR, mG/RR, mG/RR, mRc/Gc, mG/R",3/23/15,MALE,32.0,9,2,0,right,R
598,4.123,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","mGGG/RR, mG/RR, mG/RR, mG/RR, mRc/Gc, mG/R",3/23/15,MALE,32.0,10,2,1,right,R
599,4.123,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","mGGG/RR, mG/RR, mG/RR, mG/RR, mRc/Gc, mG/R",3/23/15,MALE,32.0,11,3,0,left,G
600,4.123,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","mGGG/RR, mG/RR, mG/RR, mG/RR, mRc/Gc, mG/R",3/23/15,MALE,32.0,12,3,0,right,R
601,4.123,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","mGGG/RR, mG/RR, mG/RR, mG/RR, mRc/Gc, mG/R",3/23/15,MALE,32.0,13,3,1,right,R
602,4.123,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","mGGG/RR, mG/RR, mG/RR, mG/RR, mRc/Gc, mG/R",3/23/15,MALE,32.0,14,4,0,left,G
603,4.123,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","mGGG/RR, mG/RR, mG/RR, mG/RR, mRc/Gc, mG/R",3/23/15,MALE,32.0,15,4,0,right,R
604,4.123,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","mGGG/RR, mG/RR, mG/RR, mG/RR, mRc/Gc, mG/R",3/23/15,MALE,32.0,16,5,0,left,G
605,4.123,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","mGGG/RR, mG/RR, mG/RR, mG/RR, mRc/Gc, mG/R",3/23/15,MALE,32.0,17,5,0,right,R
606,4.123,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","/GB, R/, mGRR/, B/, /B, R/, /GG, R/",3/23/15,MALE,32.0,0,0,0,right,G
607,4.123,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","/GB, R/, mGRR/, B/, /B, R/, /GG, R/",3/23/15,MALE,32.0,1,0,1,right,B
608,4.123,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","/GB, R/, mGRR/, B/, /B, R/, /GG, R/",3/23/15,MALE,32.0,2,1,0,left,R
609,4.123,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","/GB, R/, mGRR/, B/, /B, R/, /GG, R/",3/23/15,MALE,32.0,3,2,0,left,G
610,4.123,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","/GB, R/, mGRR/, B/, /B, R/, /GG, R/",3/23/15,MALE,32.0,4,2,1,left,R
611,4.123,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","/GB, R/, mGRR/, B/, /B, R/, /GG, R/",3/23/15,MALE,32.0,5,2,2,left,R
612,4.123,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","/GB, R/, mGRR/, B/, /B, R/, /GG, R/",3/23/15,MALE,32.0,6,3,0,left,B
613,4.123,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","/GB, R/, mGRR/, B/, /B, R/, /GG, R/",3/23/15,MALE,32.0,7,4,0,right,B
614,4.123,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","/GB, R/, mGRR/, B/, /B, R/, /GG, R/",3/23/15,MALE,32.0,8,5,0,left,R
615,4.123,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","/GB, R/, mGRR/, B/, /B, R/, /GG, R/",3/23/15,MALE,32.0,9,6,0,right,G
616,4.123,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","/GB, R/, mGRR/, B/, /B, R/, /GG, R/",3/23/15,MALE,32.0,10,6,1,right,G
617,4.123,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","/GB, R/, mGRR/, B/, /B, R/, /GG, R/",3/23/15,MALE,32.0,11,7,0,left,R
618,3.658,SORT,"G/, /R, G/, /R, G/, /R, G/, /R","R/, /G, RRR/, Rm/, /G",9/9/15,FEMALE,34.0,0,0,0,left,R
619,3.658,SORT,"G/, /R, G/, /R, G/, /R, G/, /R","R/, /G, RRR/, Rm/, /G",9/9/15,FEMALE,34.0,1,1,0,right,G
620,3.658,SORT,"G/, /R, G/, /R, G/, /R, G/, /R","R/, /G, RRR/, Rm/, /G",9/9/15,FEMALE,34.0,2,2,0,left,R
621,3.658,SORT,"G/, /R, G/, /R, G/, /R, G/, /R","R/, /G, RRR/, Rm/, /G",9/9/15,FEMALE,34.0,3,2,1,left,R
622,3.658,SORT,"G/, /R, G/, /R, G/, /R, G/, /R","R/, /G, RRR/, Rm/, /G",9/9/15,FEMALE,34.0,4,2,2,left,R
623,3.658,SORT,"G/, /R, G/, /R, G/, /R, G/, /R","R/, /G, RRR/, Rm/, /G",9/9/15,FEMALE,34.0,5,3,0,left,R
624,3.658,SORT,"G/, /R, G/, /R, G/, /R, G/, /R","R/, /G, RRR/, Rm/, /G",9/9/15,FEMALE,34.0,6,4,0,right,G
625,3.658,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","RR/, R/, RR/, R/, /G, RR/, RR/, /GG, /GGG",9/9/15,FEMALE,34.0,0,0,0,left,R
626,3.658,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","RR/, R/, RR/, R/, /G, RR/, RR/, /GG, /GGG",9/9/15,FEMALE,34.0,1,0,1,left,R
627,3.658,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","RR/, R/, RR/, R/, /G, RR/, RR/, /GG, /GGG",9/9/15,FEMALE,34.0,2,1,0,left,R
628,3.658,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","RR/, R/, RR/, R/, /G, RR/, RR/, /GG, /GGG",9/9/15,FEMALE,34.0,3,2,0,left,R
629,3.658,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","RR/, R/, RR/, R/, /G, RR/, RR/, /GG, /GGG",9/9/15,FEMALE,34.0,4,2,1,left,R
630,3.658,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","RR/, R/, RR/, R/, /G, RR/, RR/, /GG, /GGG",9/9/15,FEMALE,34.0,5,3,0,left,R
631,3.658,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","RR/, R/, RR/, R/, /G, RR/, RR/, /GG, /GGG",9/9/15,FEMALE,34.0,6,4,0,right,G
632,3.658,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","RR/, R/, RR/, R/, /G, RR/, RR/, /GG, /GGG",9/9/15,FEMALE,34.0,7,5,0,left,R
633,3.658,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","RR/, R/, RR/, R/, /G, RR/, RR/, /GG, /GGG",9/9/15,FEMALE,34.0,8,5,1,left,R
634,3.658,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","RR/, R/, RR/, R/, /G, RR/, RR/, /GG, /GGG",9/9/15,FEMALE,34.0,9,6,0,left,R
635,3.658,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","RR/, R/, RR/, R/, /G, RR/, RR/, /GG, /GGG",9/9/15,FEMALE,34.0,10,6,1,left,R
636,3.658,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","RR/, R/, RR/, R/, /G, RR/, RR/, /GG, /GGG",9/9/15,FEMALE,34.0,11,7,0,right,G
637,3.658,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","RR/, R/, RR/, R/, /G, RR/, RR/, /GG, /GGG",9/9/15,FEMALE,34.0,12,7,1,right,G
638,3.658,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","RR/, R/, RR/, R/, /G, RR/, RR/, /GG, /GGG",9/9/15,FEMALE,34.0,13,8,0,right,G
639,3.658,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","RR/, R/, RR/, R/, /G, RR/, RR/, /GG, /GGG",9/9/15,FEMALE,34.0,14,8,1,right,G
640,3.658,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","RR/, R/, RR/, R/, /G, RR/, RR/, /GG, /GGG",9/9/15,FEMALE,34.0,15,8,2,right,G
641,3.658,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RBG/, RGBBB/ ",9/9/15,FEMALE,34.0,0,0,0,left,R
642,3.658,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RBG/, RGBBB/ ",9/9/15,FEMALE,34.0,1,0,1,left,B
643,3.658,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RBG/, RGBBB/ ",9/9/15,FEMALE,34.0,2,0,2,left,G
644,3.658,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RBG/, RGBBB/ ",9/9/15,FEMALE,34.0,3,1,0,left,R
645,3.658,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RBG/, RGBBB/ ",9/9/15,FEMALE,34.0,4,1,1,left,G
646,3.658,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RBG/, RGBBB/ ",9/9/15,FEMALE,34.0,5,1,2,left,B
647,3.658,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RBG/, RGBBB/ ",9/9/15,FEMALE,34.0,6,1,3,left,B
648,3.658,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RBG/, RGBBB/ ",9/9/15,FEMALE,34.0,7,1,4,left,B
649,,SORT,"G/, /R, G/, /R, G/, /R, G/, /R","R/, /G, R/, /G, R/, /G, R/, R/, /G, R/, /G",,FEMALE,36.0,0,0,0,left,R
650,,SORT,"G/, /R, G/, /R, G/, /R, G/, /R","R/, /G, R/, /G, R/, /G, R/, R/, /G, R/, /G",,FEMALE,36.0,1,1,0,right,G
651,,SORT,"G/, /R, G/, /R, G/, /R, G/, /R","R/, /G, R/, /G, R/, /G, R/, R/, /G, R/, /G",,FEMALE,36.0,2,2,0,left,R
652,,SORT,"G/, /R, G/, /R, G/, /R, G/, /R","R/, /G, R/, /G, R/, /G, R/, R/, /G, R/, /G",,FEMALE,36.0,3,3,0,right,G
653,,SORT,"G/, /R, G/, /R, G/, /R, G/, /R","R/, /G, R/, /G, R/, /G, R/, R/, /G, R/, /G",,FEMALE,36.0,4,4,0,left,R
654,,SORT,"G/, /R, G/, /R, G/, /R, G/, /R","R/, /G, R/, /G, R/, /G, R/, R/, /G, R/, /G",,FEMALE,36.0,5,5,0,right,G
655,,SORT,"G/, /R, G/, /R, G/, /R, G/, /R","R/, /G, R/, /G, R/, /G, R/, R/, /G, R/, /G",,FEMALE,36.0,6,6,0,left,R
656,,SORT,"G/, /R, G/, /R, G/, /R, G/, /R","R/, /G, R/, /G, R/, /G, R/, R/, /G, R/, /G",,FEMALE,36.0,7,7,0,left,R
657,,SORT,"G/, /R, G/, /R, G/, /R, G/, /R","R/, /G, R/, /G, R/, /G, R/, R/, /G, R/, /G",,FEMALE,36.0,8,8,0,right,G
658,,SORT,"G/, /R, G/, /R, G/, /R, G/, /R","R/, /G, R/, /G, R/, /G, R/, R/, /G, R/, /G",,FEMALE,36.0,9,9,0,left,R
659,,SORT,"G/, /R, G/, /R, G/, /R, G/, /R","R/, /G, R/, /G, R/, /G, R/, R/, /G, R/, /G",,FEMALE,36.0,10,10,0,right,G
660,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/",,FEMALE,36.0,0,0,0,left,R
661,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/",,FEMALE,36.0,1,1,0,right,G
662,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/",,FEMALE,36.0,2,1,1,right,G
663,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/",,FEMALE,36.0,3,2,0,left,R
664,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/",,FEMALE,36.0,4,3,0,right,G
665,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/",,FEMALE,36.0,5,3,1,right,G
666,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/",,FEMALE,36.0,6,4,0,left,R
667,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/",,FEMALE,36.0,7,5,0,right,G
668,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/",,FEMALE,36.0,8,5,1,right,G
669,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/",,FEMALE,36.0,9,6,0,left,R
670,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/",,FEMALE,36.0,10,7,0,right,G
671,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/",,FEMALE,36.0,11,7,1,right,G
672,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/",,FEMALE,36.0,12,8,0,left,R
673,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/",,FEMALE,36.0,13,9,0,right,G
674,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/",,FEMALE,36.0,14,9,1,right,G
675,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/",,FEMALE,36.0,15,10,0,left,R
676,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/",,FEMALE,36.0,16,11,0,right,G
677,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/",,FEMALE,36.0,17,11,1,right,G
678,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/",,FEMALE,36.0,18,12,0,left,R
679,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/",,FEMALE,36.0,19,13,0,right,G
680,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/",,FEMALE,36.0,20,13,1,right,G
